"";"page";"density";"ncontributors";"nanon";"nedits";"transitivity";"nadmins";"nbots";"centralization";"mean_betweenness_admin";"mean_degree_centrality_admins";"mean_betweenness";"mean_degree_centrality";"sd_betweenness";"sd_degree_centrality";"sd_betweenness_admin";"sd_degree_centrality_admins";"max_discussion_depth";"mean_discussion_depth";"sd_discussion_depth";"degree_assortativity";"nquar1";"nquar2";"nquar3";"nquar4";"mean_degree_anon";"mean_degree_inscrit";"mean_indegree_admin";"mean_outdegree_admin";"mean_indegree_anon";"mean_outdegree_anon";"mean_indegree_inscrit";"mean_outdegree_inscrit";"mean_degree_quar1";"mean_indegree_quar1";"mean_outdegree_quar1";"mean_degree_quar2";"mean_indegree_quar2";"mean_outdegree_quar2";"mean_degree_quar3";"mean_indegree_quar3";"mean_outdegree_quar3";"mean_degree_quar4";"mean_indegree_quar4";"mean_outdegree_quar4";"ninitialized";"nresponded";"sd_degree_anon";"sd_degree_inscrit";"sd_indegree_admin";"sd_outdegree_admin";"sd_indegree_anon";"sd_outdegree_anon";"sd_indegree_inscrit";"sd_outdegree_inscrit";"sd_degree_quar1";"sd_indegree_quar1";"sd_outdegree_quar1";"sd_degree_quar2";"sd_indegree_quar2";"sd_outdegree_quar2";"sd_degree_quar3";"sd_indegree_quar3";"sd_outdegree_quar3";"sd_degree_quar4";"sd_indegree_quar4";"sd_outdegree_quar4";"iscontroversial";"isfeatured"
"62";"Planescape._Torment";"0.00418410041841004";"479";"158";"958";"0.0213329615170106";"12";"3";"0.231655170602756";"0";"1";"1759.97445255474";"6.24452554744526";"5057.33805873099";"20.0190949860323";"0";"0";"46";"7.20146137787056";"9.26810228203218";"0.335153721631735";"86";"75";"49";"64";"2.22784810126582";"1";"1";"0";"1.31012658227848";"0.917721518987342";"1";"0";"1.93023255813953";"1.22093023255814";"0.709302325581395";"2.09333333333333";"1.30666666666667";"0.786666666666667";"1.3265306122449";"1.04081632653061";"0.285714285714286";"1.25";"1.078125";"0.171875";"205";"753";"3.57253988077247";"0";"0";"0";"1.61955368049418";"2.01890804147097";"0";"0";"3.28916473457363";"1.5293302093377";"1.83345561918579";"3.60245161767062";"1.55070457685682";"2.09435104657894";"1.10656667034498";"0.498296417534675";"0.707106781186548";"1.43648601228556";"0.649900786078946";"0.827209643107957";"0";"0"
"63";"Ranavalona_I";"0.0166301741215723";"139";"29";"319";"0.0109729334308705";"6";"3";"1.03063957151859";"0";"1";"114.333333333333";"7.16049382716049";"256.129508257053";"31.9966626346106";"0";"0";"21";"4.12225705329154";"4.05552343864374";"0.567631378619912";"28";"14";"12";"27";"3.44827586206897";"1.04651162790698";"1";"0";"1.55172413793103";"1.89655172413793";"1";"0.0465116279069767";"1.39285714285714";"0.964285714285714";"0.428571428571429";"5.21428571428571";"2.42857142857143";"2.78571428571429";"1.08333333333333";"0.75";"0.333333333333333";"1.07407407407407";"1";"0.0740740740740741";"58";"261";"6.39523375478372";"0.304997140665209";"0";"0";"2.83581944439033";"3.60896530072983";"0";"0.304997140665209";"1.03061598676195";"0.50787450018337";"0.741798187018916";"8.92859340656636";"3.87723703595318";"5.08661246544558";"0.288675134594813";"0.452267016866645";"0.492365963917331";"0.384900179459751";"0";"0.384900179459751";"0";"0"
"64";"Red_rail";"0.0769230769230769";"53";"4";"212";"0.0354609929078014";"1";"4";"2.65588017751479";"45.2";"12";"63.1621621621622";"11.027027027027";"122.254167078406";"45.4144412216144";NA;NA;"44";"11.9339622641509";"10.901775035195";"0.486576038808523";"8";"1";"3";"25";"3.25";"2.10714285714286";"5";"7";"1.5";"1.75";"1.21428571428571";"0.892857142857143";"2.375";"1.25";"1.125";"8";"4";"4";"1.66666666666667";"1";"0.666666666666667";"2.44";"1.32";"1.12";"16";"196";"3.20156211871642";"2.64350056517778";NA;NA;"1.73205080756888";"1.5";"1.31535498256506";"1.44886381320204";"3.11390888939105";"1.58113883008419";"1.64208056179609";NA;NA;NA;"0.577350269189626";"0";"0.577350269189626";"3.02875111776015";"1.37598449603669";"1.76351920885484";"0";"0"
"65";"Rhyolite,_Nevada";"0.0247252747252747";"92";"14";"207";"0.0121951219512195";"6";"3";"1.07487018476029";"0";"1";"171.240740740741";"6.96296296296296";"284.857788761882";"26.7616756131085";"0";"0";"28";"5.45893719806763";"5.9851762536536";"0.541150789528278";"17";"7";"5";"25";"3.64285714285714";"1.03225806451613";"1";"0";"1.42857142857143";"2.21428571428571";"0.967741935483871";"0.0645161290322581";"2.70588235294118";"1.41176470588235";"1.29411764705882";"1.71428571428571";"0.857142857142857";"0.857142857142857";"1.8";"1";"0.8";"1";"0.96";"0.04";"38";"169";"4.56756361341989";"0.179605302026775";"0";"0";"1.69679724160575";"2.9135907380775";"0.179605302026775";"0.249731038114707";"4.35552387610195";"1.50244898122248";"2.88887317743339";"0.755928946018454";"0.377964473009227";"0.690065559342354";"1.30384048104053";"0";"1.30384048104053";"0";"0.2";"0.2";"0";"0"
"66";"Robert_Hues";"0.0957661290322581";"32";"3";"95";"0.0889830508474576";"3";"3";"1.88241415192508";"53.6666666666667";"2.66666666666667";"47.1304347826087";"7.8695652173913";"83.5810923821365";"24.3129302445242";"31.8799832705937";"1.15470053837925";"19";"6.85263157894737";"5.39891324969346";"0.434714978910191";"9";"1";"0";"13";"6.33333333333333";"1.35714285714286";"1.33333333333333";"1.33333333333333";"3";"3.33333333333333";"0.714285714285714";"0.642857142857143";"2.44444444444444";"1.22222222222222";"1.22222222222222";"9";"4";"5";"NaN";"NaN";"NaN";"1.38461538461538";"0.846153846153846";"0.538461538461538";"9";"86";"2.51661147842358";"0.633323693776651";"0.577350269189626";"0.577350269189626";"1";"1.52752523165195";"0.468807230938495";"0.633323693776651";"1.66666666666667";"0.833333333333333";"0.97182531580755";NA;NA;NA;NA;NA;NA;"0.869718492622904";"0.554700196225229";"0.660225291773525";"0";"0"
"67";"Rugby_World_Cup";"0.00701612359171558";"244";"43";"416";"0.0254476908576814";"11";"5";"0.356585208894308";"264.5";"2.36363636363636";"681.808139534884";"4.41860465116279";"1397.04469662384";"13.895992199595";"324.21636294302";"2.90767010758536";"29";"6.06490384615385";"6.04187148779826";"0.526893816653461";"34";"32";"42";"63";"3.95348837209302";"1.75";"1.36363636363636";"1";"1.81395348837209";"2.13953488372093";"1.10714285714286";"0.642857142857143";"2.67647058823529";"1.38235294117647";"1.29411764705882";"3.40625";"1.71875";"1.6875";"1.80952380952381";"1.02380952380952";"0.785714285714286";"1.96825396825397";"1.20634920634921";"0.761904761904762";"73";"343";"5.35836457091728";"2.13718683496964";"1.20604537831105";"1.73205080756888";"2.50956089835395";"2.87502708350669";"0.923732565887905";"1.30043057912358";"3.40872844181196";"1.53770206126984";"1.93107619178194";"5.56984609157838";"2.5429773634399";"3.08416873309382";"1.91576381300623";"0.896826253344299";"1.13772803740965";"2.52706800633726";"1.06496600216415";"1.52097470567381";"0";"0"
"68";"Say_Hello_to_My_Little_Friend";"0.0837789661319073";"34";"2";"94";"0";"0";"1";"2.17722681359045";"NaN";"NaN";"25.1666666666667";"13.8333333333333";"87.1798906476335";"41.3297896819173";NA;NA;"22";"4.30851063829787";"5.38621617090055";"-0.21128319496517";"6";"0";"1";"5";"1";"1";"NaN";"NaN";"1";"0";"1";"0";"1";"1";"0";"NaN";"NaN";"NaN";"1";"1";"0";"1";"1";"0";"22";"72";"0";"0";NA;NA;"0";"0";"0";"0";"0";"0";"0";NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"0"
"69";"Sherman_Minton";"0.0280246069719754";"133";"10";"492";"0.0269266480965645";"11";"1";"1.58617424242424";"0";"1.09090909090909";"342.133333333333";"12.3466666666667";"754.934479372372";"54.7760781613538";"0";"0.301511344577764";"49";"9.71138211382114";"10.4215639143021";"0.207880192123888";"14";"5";"15";"41";"2.1";"1.11320754716981";"0.818181818181818";"0.272727272727273";"0.7";"1.4";"1";"0.113207547169811";"1.35714285714286";"0.928571428571429";"0.428571428571429";"1.8";"1.2";"0.6";"1.13333333333333";"0.8";"0.333333333333333";"1.17073170731707";"0.951219512195122";"0.219512195121951";"58";"434";"1.10050493461461";"0.466590635868752";"0.404519917477945";"0.646669790682863";"0.823272602348565";"0.516397779494322";"0.196116135138184";"0.375211599710523";"0.841897386141095";"0.474631146549323";"0.85163062725264";"1.30384048104053";"0.447213595499958";"0.894427190999916";"0.351865775274498";"0.414039335605413";"0.487950036474267";"0.543251278157274";"0.312347523777212";"0.524985481796936";"0";"0"
"70";"Singapore_strategy";"0.133333333333333";"36";"2";"168";"0.0402298850574713";"5";"3";"3.62448979591837";"13.8";"2";"51.9090909090909";"14.6363636363636";"138.267824680912";"53.9696082505572";"30.8577380894971";"1.73205080756888";"40";"11.1011904761905";"10.0612732857808";"0.11840229107";"7";"0";"2";"13";"2";"1.16666666666667";"1.2";"0.8";"1";"1";"0.833333333333333";"0.333333333333333";"1.28571428571429";"0.857142857142857";"0.428571428571429";"NaN";"NaN";"NaN";"2";"1";"1";"1.38461538461538";"1";"0.384615384615385";"14";"154";"0";"0.389249472080761";"0.447213595499958";"1.30384048104053";"0";"0";"0.389249472080761";"0.492365963917331";"0.487950036474267";"0.377964473009227";"0.534522483824849";NA;NA;NA;"0";"0";"0";"1.12089707663561";"0.408248290463863";"0.869718492622904";"0";"0"
"71";"SMS_Schwaben";"0.0886699507389163";"29";"0";"72";"0";"2";"1";"1.60969387755102";"0";"1";"59.4615384615385";"9.84615384615385";"63.9721493889012";"24.9594543004121";"0";"0";"12";"3.05555555555556";"2.90162115390927";"0.40265178704986";"4";"0";"1";"8";"NaN";"1";"1";"0";"NaN";"NaN";"1";"0";"1";"1";"0";"NaN";"NaN";"NaN";"1";"1";"0";"1";"1";"0";"16";"56";NA;"0";"0";"0";NA;NA;"0";"0";"0";"0";"0";NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"0"
"72";"South_Carolina-class_battleship";"0.0296296296296296";"55";"2";"88";"0.0119047619047619";"3";"0";"0.422496570644719";"0";"1";"19.8461538461538";"5.65384615384615";"32.3860368772622";"10.7403624061474";"0";"0";"10";"2.59090909090909";"2.77772901385271";"0.29527439720348";"10";"1";"3";"12";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"29";"59";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";NA;NA;NA;"0";"0";"0";"0";"0";"0";"0";"0"
"73";"Stephen_Trigg";"0.0412244897959184";"50";"4";"101";"0";"4";"2";"1.21782590587255";"0";"1";"54.2";"6.06666666666667";"87.4553679273625";"21.7270423163414";"0";"0";"16";"3.85148514851485";"3.83767153001364";"0.450460950173375";"9";"0";"4";"17";"2.5";"1.1";"1";"0";"1.25";"1.25";"0.85";"0.25";"1.22222222222222";"0.888888888888889";"0.333333333333333";"NaN";"NaN";"NaN";"2.25";"1.25";"1";"1.11764705882353";"0.882352941176471";"0.235294117647059";"20";"81";"1";"0.307793505625546";"0";"0";"0.5";"0.5";"0.366347548532523";"0.444261658319319";"0.440958551844098";"0.333333333333333";"0.5";NA;NA;NA;"1.25830573921179";"0.5";"0.816496580927726";"0.332105582077536";"0.332105582077536";"0.437237316097603";"0";"0"
"74";"Sunderland_A.F.C.";"0.00715371720400764";"227";"86";"367";"0.0364546104360257";"8";"0";"0.13058970945258";"0";"1";"606.562091503268";"4.31372549019608";"1210.92797673184";"7.05007520325259";"0";"0";"31";"6.9291553133515";"7.97882409782347";"0.357394022520383";"34";"45";"43";"31";"3.3953488372093";"1";"1";"0";"1.54651162790698";"1.84883720930233";"1";"0";"2.32352941176471";"1.32352941176471";"1";"3.17777777777778";"1.46666666666667";"1.71111111111111";"2.41860465116279";"1.34883720930233";"1.06976744186047";"1.06451612903226";"1";"0.0645161290322581";"74";"293";"5.6988730976188";"0";"0";"0";"2.86420906542302";"2.87593439285581";"0";"0";"3.3909021614912";"1.64631062710745";"1.82574185835055";"7.19939671995599";"3.59039121697192";"3.66570235253406";"2.35263335879823";"1.06645208251322";"1.36966017400232";"0.249731038114707";"0";"0.249731038114707";"0";"0"
"75";"The_Adventures_of_Tintin";"0.013118664281455";"130";"35";"220";"0.0628019323671498";"19";"0";"0.0805240069707349";"0";"1";"207.289473684211";"5.07894736842105";"299.148495069813";"4.89561207040138";"0";"0";"13";"3.48636363636364";"3.4369461137216";"-0.00476036220008527";"13";"11";"29";"23";"4.11428571428571";"1";"1";"0";"1.85714285714286";"2.25714285714286";"1";"0";"1.38461538461538";"1.07692307692308";"0.307692307692308";"4.54545454545455";"2.36363636363636";"2.18181818181818";"2.75862068965517";"1.37931034482759";"1.37931034482759";"1.60869565217391";"1.1304347826087";"0.478260869565217";"54";"166";"5.12072736430049";"0";"0";"0";"2.06002365981355";"3.24801167361399";"0";"0";"0.869718492622904";"0.277350098112615";"0.630425171956115";"6.08873774051135";"2.90767010758536";"3.25017482047295";"3.89739081597083";"1.34731990854459";"2.65133110913109";"2.91920179679905";"0.625543242171224";"2.29365855462782";"0";"0"
"76";"The_Fade_Out";"0.180952380952381";"15";"0";"38";"0.09";"2";"2";"1.26020408163265";"0";"1";"12.75";"8.625";"28.2425717161674";"13.1250850337381";"0";"0";"9";"2.97368421052632";"2.42160145922312";"-0.287720490541609";"3";"0";"0";"5";"NaN";"1";"1";"0";"NaN";"NaN";"1";"0";"1";"1";"0";"NaN";"NaN";"NaN";"NaN";"NaN";"NaN";"1";"0.8";"0.2";"7";"31";NA;"0";"0";"0";NA;NA;"0";"0";"0";"0";"0";NA;NA;NA;NA;NA;NA;"0";"0.447213595499958";"0.447213595499958";"0";"0"
"77";"The_Kinks";"0.00485124975904389";"395";"125";"755";"0.00369747899159664";"11";"1";"0.418797830400165";"0";"1";"977.701680672269";"5.68067226890756";"2614.34406944515";"24.3379624889091";"0";"0";"33";"6.18940397350993";"7.37602353026903";"0.313042675871654";"79";"54";"64";"41";"3.512";"1.00990099009901";"1";"0";"1.696";"1.816";"1.00990099009901";"0";"4.0379746835443";"2.0126582278481";"2.0253164556962";"1.42592592592593";"0.888888888888889";"0.537037037037037";"1.8125";"1.234375";"0.578125";"1";"0.975609756097561";"0.024390243902439";"158";"597";"14.3277398438225";"0.0995037190209989";"0";"0";"6.18038520565851";"8.18277498478437";"0.0995037190209989";"0";"17.8867111809619";"7.67696132274515";"10.2469190911274";"0.569735186809406";"0.317220634287258";"0.573403047782404";"2.7938424357067";"1.31827433496303";"1.52028284231419";"0";"0.156173761888606";"0.156173761888606";"0";"0"
"78";"Thief_II";"0.0116822429906542";"108";"34";"135";"0.0384615384615385";"3";"1";"0.129705651148572";"0";"1";"20.6764705882353";"3.38235294117647";"32.0420391661407";"4.86237277549775";"0";"0";"15";"2.81481481481481";"3.43638387076321";"0.595843615143554";"17";"14";"22";"15";"4.02941176470588";"1";"1";"0";"1.73529411764706";"2.29411764705882";"1";"0";"2.52941176470588";"1.29411764705882";"1.23529411764706";"4.57142857142857";"2.14285714285714";"2.42857142857143";"2.22727272727273";"1.18181818181818";"1.04545454545455";"1";"1";"0";"40";"95";"6.64459358320116";"0";"0";"0";"2.99806830263039";"3.71344332379977";"0";"0";"3.48420807104756";"1.57181049598675";"2.07754096724667";"7.95868452325253";"3.61316274957897";"4.3978016486262";"4.87883493295585";"2.01509455376319";"2.93545279588739";"0";"0";"0";"0";"0"
"79";"Thierry_Henry";"0.00824921684650191";"170";"94";"237";"0.0123456790123457";"5";"0";"0.0869367319071461";"0";"1";"723.941605839416";"3.21897810218978";"968.531831345648";"4.09934594579922";"0";"0";"38";"10.8607594936709";"10.4151952761849";"0.365818733377025";"40";"48";"34";"15";"3.12765957446809";"1.21052631578947";"1";"0";"1.48936170212766";"1.63829787234043";"0.868421052631579";"0.342105263157895";"2.525";"1.275";"1.25";"2.20833333333333";"1.10416666666667";"1.10416666666667";"2.85294117647059";"1.47058823529412";"1.38235294117647";"2.73333333333333";"1.6";"1.13333333333333";"33";"204";"3.37044090333362";"0.62202349555181";"0";"0";"1.68321684373512";"1.70924786219086";"0.342569987450104";"0.668856054059939";"2.08766216934957";"1.0618682133693";"1.08012344973464";"1.38315601700455";"0.592132221193786";"0.92804033600282";"3.58559705472592";"1.70978102651927";"1.92298230947839";"5.90963700440302";"2.89827534923789";"3.06749471222426";"0";"0"
"80";"Toronto_Raptors";"0.00724306458985268";"239";"109";"412";"0.0247797356828194";"8";"0";"0.150951557093426";"0";"1";"585.522012578616";"4.67924528301887";"1014.61095279041";"8.34184264220463";"0";"0";"42";"6.07766990291262";"7.93058610805604";"0.319148622047711";"43";"61";"30";"25";"3.63302752293578";"1.07142857142857";"1";"0";"1.74311926605505";"1.88990825688073";"1.02380952380952";"0.0476190476190476";"4.76744186046512";"2.30232558139535";"2.46511627906977";"2.54098360655738";"1.29508196721311";"1.24590163934426";"1.96666666666667";"1.2";"0.766666666666667";"1.2";"1.08";"0.12";"80";"332";"8.39715621004529";"0.462910049886276";"0";"0";"3.58599040951386";"4.84450710243873";"0.154303349962092";"0.308606699924184";"12.8078049294028";"5.40958093492212";"7.42373554155313";"3.19673672407662";"1.44157624720399";"1.84079455403473";"1.54212869746342";"0.66436383882992";"0.971430986184577";"1";"0.4";"0.6";"0";"0"
"81";"Tosca";"0.0443548387096774";"32";"6";"44";"0.0652173913043478";"0";"0";"0.420395421436004";"NaN";"NaN";"10";"5";"15.7919161403743";"7.18973627418334";NA;NA;"6";"1.47727272727273";"1.78480194150547";"0.0996425646403581";"4";"2";"5";"3";"1";"1.125";"NaN";"NaN";"1";"0";"1";"0.125";"1.25";"1";"0.25";"1";"1";"0";"1";"1";"0";"1";"1";"0";"18";"26";"0";"0.353553390593274";NA;NA;"0";"0";"0";"0.353553390593274";"0.5";"0";"0.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"82";"Tower_of_London";"0.0333333333333333";"36";"5";"42";"0";"5";"0";"0.274285714285714";"4.2";"5.2";"57.1923076923077";"2.84615384615385";"46.2981807251812";"3.82300727378129";"9.39148550549912";"8.84307638777366";"20";"5.45238095238095";"6.35994470351932";"0.579700871798161";"8";"2";"5";"11";"2";"1.5";"2";"3.2";"1";"1";"0.9375";"0.5625";"2";"1";"1";"2";"1";"1";"1.2";"0.8";"0.4";"3.09090909090909";"1.45454545454545";"1.63636363636364";"10";"32";"0";"0.816496580927726";"2.82842712474619";"6.05805249234438";"0";"0";"0.442530601578392";"0.629152869605896";"0.925820099772551";"0.534522483824849";"0.534522483824849";"0";"0";"0";"0.447213595499958";"0.447213595499958";"0.547722557505166";"5.95742470291561";"1.86352549559357";"4.12971493623294";"0";"0"
"83";"Trait_du_Nord";"0.064367816091954";"30";"1";"56";"0";"1";"1";"1.21759809750297";"0";"1";"25";"6.46666666666667";"37.7907774085538";"18.1378320750015";NA;NA;"8";"2.14285714285714";"2.10132920209671";"0.34798052235378";"6";"0";"0";"9";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"NaN";"NaN";"NaN";"NaN";"NaN";"NaN";"1";"1";"0";"15";"41";NA;"0";NA;NA;NA;NA;"0";"0";"0";"0";"0";NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"0"
"84";"Troy_McClure";"0.0111973196967025";"107";"47";"127";"0.0275229357798165";"2";"0";"0.088688145247419";"0";"1";"161.113636363636";"2.67045454545455";"186.029702350834";"2.36702243194112";"0";"0";"24";"7.34645669291339";"6.75110567400054";"-0.104280983537183";"17";"25";"31";"15";"2.51063829787234";"1.64102564102564";"0.5";"0.5";"1.23404255319149";"1.27659574468085";"0.923076923076923";"0.717948717948718";"2.23529411764706";"1.11764705882353";"1.11764705882353";"2.56";"1.32";"1.24";"1.96774193548387";"0.935483870967742";"1.03225806451613";"1.4";"0.933333333333333";"0.466666666666667";"19";"108";"1.23133614994183";"1.06343978839225";"0.707106781186548";"0.707106781186548";"0.632894178854666";"0.615104362285976";"0.532354026674542";"0.793019477716523";"0.970142500145332";"0.485071250072666";"0.600245047998781";"1.66032125405497";"0.802080627701064";"0.925562891794321";"1.04829610854128";"0.573613334977942";"0.65746335602536";"0.50709255283711";"0.258198889747161";"0.516397779494322";"0";"0"
"85";"U.S._Route_131";"0.0236220472440945";"128";"17";"384";"0.0383858267716535";"9";"3";"1.67053134106268";"0";"1";"190.328358208955";"10.5522388059701";"566.917704353155";"51.8246704975973";"0";"0";"38";"7.671875";"8.38011077059338";"0.491590049496991";"4";"11";"19";"33";"1.88235294117647";"1";"1";"0";"1.17647058823529";"0.705882352941177";"1";"0";"1";"1";"0";"1.81818181818182";"1.18181818181818";"0.636363636363636";"1.31578947368421";"1.05263157894737";"0.263157894736842";"1";"1";"0";"61";"323";"1.90007739780438";"0";"0";"0";"0.808957208204416";"1.21267812518166";"0";"0";"0";"0";"0";"1.66241882918727";"0.750757193529548";"1.02691063610494";"1.37649440322337";"0.524265010438033";"0.933458638205125";"0";"0";"0";"0";"0"
"86";"Victoria_Cross_(Canada)";"0.111111111111111";"18";"2";"34";"0.107142857142857";"2";"0";"1.19031141868512";"0";"1";"4.88888888888889";"6.55555555555556";"9.85449699939632";"13.38946517893";"0";"0";"9";"2.44117647058824";"2.51289012011931";"0.371730760345387";"2";"0";"1";"6";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"NaN";"NaN";"NaN";"1";"1";"0";"1";"1";"0";"9";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"0"
"87";"Villa_Park";"0.00974693731556827";"212";"48";"436";"0.0251603354711396";"7";"4";"0.309247321488736";"0";"1";"796.425675675676";"5.45945945945946";"1455.90841434218";"15.9418067491397";"0";"0";"58";"13.3050458715596";"14.3082990867717";"0.462087392543981";"42";"26";"28";"51";"3.14583333333333";"2.17045454545455";"0.714285714285714";"0.285714285714286";"1.47916666666667";"1.66666666666667";"1.26136363636364";"0.909090909090909";"2.19047619047619";"1.16666666666667";"1.02380952380952";"2.76923076923077";"1.34615384615385";"1.42307692307692";"1.85714285714286";"1.07142857142857";"0.785714285714286";"2.70588235294118";"1.50980392156863";"1.19607843137255";"65";"371";"3.85916749557016";"5.89997387664018";"0.487950036474267";"0.487950036474267";"1.95687096448161";"1.92777386037304";"2.75219585552486";"3.23641764363846";"3.32938209485869";"1.6515575304611";"1.78732795846946";"3.59229945642278";"1.80980236915101";"1.8368032430955";"1.14549959064563";"0.377964473009227";"0.875897121353739";"7.67930756682413";"3.58537333631859";"4.17621650704624";"0";"0"
"88";"Waiting_(2015_film)";"0.0824468085106383";"48";"3";"186";"0.0110091743119266";"1";"0";"2.86011770031689";"0";"1";"70.6";"13.96";"173.891249540242";"53.6318313442058";NA;NA;"20";"5.2258064516129";"4.40056269684037";"0.286570091283515";"8";"4";"2";"11";"1.66666666666667";"1";"1";"0";"0.666666666666667";"1";"1";"0";"1.25";"0.875";"0.375";"1";"1";"0";"1";"1";"0";"1";"1";"0";"23";"163";"1.15470053837925";"0";NA;NA;"0.577350269189626";"1";"0";"0";"0.707106781186548";"0.353553390593274";"0.744023809142845";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"89";"War_of_the_League_of_Cambrai";"0.0412299091544375";"54";"6";"118";"0.00818926296633303";"4";"0";"1.47668209327163";"0";"1";"48.5714285714286";"14";"141.509289874832";"41.4821555704285";"0";"0";"7";"2.07627118644068";"2.10069902757673";"0.00316909255665781";"3";"2";"3";"6";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"40";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"90";"Water_pipit";"0.0390070921985816";"48";"6";"88";"0";"1";"1";"1.00316885468538";"0";"1";"68.7714285714286";"4.65714285714286";"54.6400444159914";"15.9003197473267";NA;NA;"23";"5.26136363636364";"5.680161723013";"0.700772761675471";"3";"2";"9";"21";"2";"5";"0";"1";"1";"1";"2.51851851851852";"2.48148148148148";"1.66666666666667";"1";"0.666666666666667";"2";"1";"1";"1.77777777777778";"1";"0.777777777777778";"5.90476190476191";"2.9047619047619";"3";"13";"75";"0";"18.1934053986603";NA;NA;"0";"0";"8.0925909627281";"10.1085278939288";"0.577350269189626";"0";"0.577350269189626";"0";"0";"0";"0.440958551844098";"0";"0.440958551844098";"20.6492245905379";"9.19187011388195";"11.4673449411797";"0";"0"
"91";"Witold_Pilecki";"0.00829600132736021";"246";"60";"500";"0.0245649948822927";"15";"6";"0.43838400666389";"128.866666666667";"15.9333333333333";"719.21472392638";"5.62576687116564";"1619.52367355113";"19.3381494287336";"342.684958748383";"55.9074064434945";"39";"8.148";"9.30845802383849";"0.762144255348425";"57";"22";"27";"57";"2.66666666666667";"1.54878048780488";"7.86666666666667";"8.06666666666667";"1.23333333333333";"1.43333333333333";"1.17073170731707";"0.378048780487805";"2.15789473684211";"1.19298245614035";"0.964912280701754";"3.54545454545455";"1.72727272727273";"1.81818181818182";"1.59259259259259";"1.07407407407407";"0.518518518518518";"5.10526315789474";"2.80701754385965";"2.29824561403509";"83";"417";"1.86553638096408";"3.87506252924266";"26.5971713497794";"29.3147127045854";"0.997737553662636";"0.90883920501097";"1.89739833605095";"2.01009946257466";"2.01591412873567";"0.971717854612351";"1.14898887662";"7.31422145534543";"3.67982683575267";"3.65977313421739";"0.97109213930499";"0.384900179459751";"0.700020349724556";"28.7108019807169";"13.6453008610647";"15.0712177348091";"0";"0"
